block_id,block_hash,previous_block_hash,timestamp,miner_wallet_id,transaction_id,tx_hash,input_id,input_wallet_id,input_amount,output_id,output_wallet_id,output_amount,wallet_address,balance
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10676,21cc927781a9796491160b4b5c6305f8ef9486c44a015ba509ec1e23f29d5594,25484,32514,0.02678820,,,,1ExsNAG6t2p8R25AkeQM7X9g7AZXpLuEtW,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10676,21cc927781a9796491160b4b5c6305f8ef9486c44a015ba509ec1e23f29d5594,,,,24518,32515,0.01229944,1FH1MeMbY9HEY6AmY6p9vwfWY8URLK2jEa,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10676,21cc927781a9796491160b4b5c6305f8ef9486c44a015ba509ec1e23f29d5594,,,,24519,32516,0.01438876,18woWR1Y5CJ5Li83JvJGyuvnGi6JMgmJe5,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10677,aba035a2d302331eb88cb6ba23bfd40b84267dde73da913a403f7c054d121b94,25485,32517,0.31270300,,,,1PvqwvatgWQBTT7iVD3VxLNMs22bAKCULD,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10677,aba035a2d302331eb88cb6ba23bfd40b84267dde73da913a403f7c054d121b94,,,,24520,32518,0.14250000,1PrdNK8nJj9ZHNci2axE1KEZCwvEfWKzS9,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10677,aba035a2d302331eb88cb6ba23bfd40b84267dde73da913a403f7c054d121b94,,,,24521,32519,0.17010300,1NrHtGRWjWfn9CTXL13i6y9KZXDA6LtUXx,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10678,5fb601b0d1fa94f9e7bfacd4af327c2cc7ccc1efe0a1690e93cc62f1929bfd93,25486,25634,0.87056600,,,,1MNtsk6cMsuKxyo726uznhk7mbYRBhMmPE,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10678,5fb601b0d1fa94f9e7bfacd4af327c2cc7ccc1efe0a1690e93cc62f1929bfd93,,,,24522,32520,0.23970571,1Mp1VuWVwumQp3uDfLx1hNmDohVvZ5ABUX,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10678,5fb601b0d1fa94f9e7bfacd4af327c2cc7ccc1efe0a1690e93cc62f1929bfd93,,,,24523,32521,0.63076029,14VExWqfMkckB7hmueXvFWomdD9UXhsGGB,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10679,bb9c72d9d35d7910eadb8b53abfa370d29514d5541f16df207b759692cbad993,25487,32522,0.08999000,,,,194MkmahTMf44jZaH57NMsebuBcYbskMee,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10679,bb9c72d9d35d7910eadb8b53abfa370d29514d5541f16df207b759692cbad993,,,,24524,32523,0.00218335,1HYMcEKrx7SXaLR9tHTG5msmyTAHAJsgRq,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10679,bb9c72d9d35d7910eadb8b53abfa370d29514d5541f16df207b759692cbad993,,,,24525,32524,0.08770665,1ETC8op7Caqc2X8ZMoWY9WcEJczkZ4LhAQ,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10680,5110183abaf5f1b065e72cf0338a7feb93805d028c25f3ac7b57179c7db87d93,25488,32525,0.77700696,,,,1FGtqx9ZixU2ui8wimH9uSj8r4fUqZzV9T,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10680,5110183abaf5f1b065e72cf0338a7feb93805d028c25f3ac7b57179c7db87d93,,,,24526,32526,0.30475897,1A9zCQZ68qS69bi4b9hqhuLG15AWYhQBnh,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10680,5110183abaf5f1b065e72cf0338a7feb93805d028c25f3ac7b57179c7db87d93,,,,24527,32527,0.47214799,1P2nAnCZDwBDFjAS9BHiPNLBWCFYXEGwPp,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10681,0e13281bc001e44dc5a47c127e47efeac9a93245f9cc01af1a9e182f38956f93,25489,18965,0.47290000,,,,1914UWLLHgKHPawwcFUHKwBKQiWCvnztCP,0.00160517
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10681,0e13281bc001e44dc5a47c127e47efeac9a93245f9cc01af1a9e182f38956f93,,,,24528,32528,0.23728170,1C9eHmkzSTXSBuKtMdX5hx3UssU2wDQqJW,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10681,0e13281bc001e44dc5a47c127e47efeac9a93245f9cc01af1a9e182f38956f93,,,,24529,18965,0.23551830,1914UWLLHgKHPawwcFUHKwBKQiWCvnztCP,0.00160517
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10682,53c1754438c476e0a567a2895c7d735beaeadf75578d8da17a33eb3ad3b83093,25490,13557,45.39250449,,,,1HCHcqGSr6ZtkFMc2haZyvRBKG4MDvnxVJ,0.00000000
400005,00000000000000000312974d8176c5e5af80f8ec386d01d3d8b6dd638b68ef7b,,2016-02-25 17:44:07,11402,10682,53c1754438c476e0a567a2895c7d735beaeadf75578d8da17a33eb3ad3b83093,,,,24530,32529,0.11000000,14cDhDcq2p8JcGj8qXSiqW8ndcxuEfTPUH,0.00000000
